时间戳,数据1,数据2,数据3,数据4,数据5,数据6,数据7,数据8,数据9,数据10,数据11,数据12
2025-07-16 09:23:30.858,0.963558185417193,1.963558185417193,2.963558185417193,3.963558185417193,4.963558185417193,5.963558185417193,6.963558185417193,7.963558185417193,8.963558185417194,9.963558185417194,10.963558185417194,11.963558185417194
2025-07-16 09:23:30.958,0.9854497299884603,1.9854497299884604,2.9854497299884604,3.9854497299884604,4.98544972998846,5.98544972998846,6.98544972998846,7.98544972998846,8.98544972998846,9.98544972998846,10.98544972998846,11.98544972998846
2025-07-16 09:23:31.058,0.9974949866040544,1.9974949866040546,2.9974949866040546,3.9974949866040546,4.997494986604054,5.997494986604054,6.997494986604054,7.997494986604054,8.997494986604055,9.997494986604055,10.997494986604055,11.997494986604055
2025-07-16 09:23:31.158,0.9995736030415051,1.999573603041505,2.999573603041505,3.999573603041505,4.999573603041505,5.999573603041505,6.999573603041505,7.999573603041505,8.999573603041505,9.999573603041505,10.999573603041505,11.999573603041505
2025-07-16 09:23:31.258,0.9916648104524686,1.9916648104524686,2.991664810452469,3.991664810452469,4.991664810452469,5.991664810452469,6.991664810452469,7.991664810452469,8.991664810452468,9.991664810452468,10.991664810452468,11.991664810452468
2025-07-16 09:23:31.358,0.9738476308781951,1.9738476308781951,2.973847630878195,3.973847630878195,4.973847630878195,5.973847630878195,6.973847630878195,7.973847630878195,8.973847630878195,9.973847630878195,10.973847630878195,11.973847630878195
2025-07-16 09:23:31.458,0.9463000876874145,1.9463000876874146,2.9463000876874146,3.9463000876874146,4.946300087687415,5.946300087687415,6.946300087687415,7.946300087687415,8.946300087687414,9.946300087687414,10.946300087687414,11.946300087687414
2025-07-16 09:23:31.558,0.9092974268256817,1.9092974268256817,2.909297426825682,3.909297426825682,4.909297426825682,5.909297426825682,6.909297426825682,7.909297426825682,8.909297426825681,9.909297426825681,10.909297426825681,11.909297426825681
2025-07-16 09:23:31.658,0.8632093666488737,1.8632093666488738,2.863209366648874,3.863209366648874,4.863209366648873,5.863209366648873,6.863209366648873,7.863209366648873,8.863209366648874,9.863209366648874,10.863209366648874,11.863209366648874
2025-07-16 09:23:31.758,0.8084964038195901,1.80849640381959,2.80849640381959,3.80849640381959,4.80849640381959,5.80849640381959,6.80849640381959,7.80849640381959,8.80849640381959,9.80849640381959,10.80849640381959,11.80849640381959
2025-07-16 09:23:31.858,0.74570521217672,1.74570521217672,2.74570521217672,3.74570521217672,4.74570521217672,5.74570521217672,6.74570521217672,7.74570521217672,8.74570521217672,9.74570521217672,10.74570521217672,11.74570521217672
2025-07-16 09:23:31.958,0.6754631805511506,1.6754631805511506,2.6754631805511506,3.6754631805511506,4.675463180551151,5.675463180551151,6.675463180551151,7.675463180551151,8.675463180551152,9.675463180551152,10.675463180551152,11.675463180551152
2025-07-16 09:23:32.058,0.5984721441039564,1.5984721441039564,2.5984721441039564,3.5984721441039564,4.598472144103956,5.598472144103956,6.598472144103956,7.598472144103956,8.598472144103956,9.598472144103956,10.598472144103956,11.598472144103956
2025-07-16 09:23:32.158,0.5155013718214642,1.5155013718214643,2.5155013718214643,3.5155013718214643,4.515501371821464,5.515501371821464,6.515501371821464,7.515501371821464,8.515501371821465,9.515501371821465,10.515501371821465,11.515501371821465
2025-07-16 09:23:32.258,0.4273798802338298,1.4273798802338298,2.42737988023383,3.42737988023383,4.42737988023383,5.42737988023383,6.42737988023383,7.42737988023383,8.42737988023383,9.42737988023383,10.42737988023383,11.42737988023383
2025-07-16 09:23:32.358,0.33498815015590466,1.3349881501559047,2.3349881501559047,3.3349881501559047,4.334988150155905,5.334988150155905,6.334988150155905,7.334988150155905,8.334988150155905,9.334988150155905,10.334988150155905,11.334988150155905
2025-07-16 09:23:32.458,0.23924932921398198,1.239249329213982,2.239249329213982,3.239249329213982,4.239249329213982,5.239249329213982,6.239249329213982,7.239249329213982,8.239249329213981,9.239249329213981,10.239249329213981,11.239249329213981
2025-07-16 09:23:32.558,0.1411200080598672,1.1411200080598671,2.1411200080598674,3.1411200080598674,4.141120008059867,5.141120008059867,6.141120008059867,7.141120008059867,8.141120008059866,9.141120008059866,10.141120008059866,11.141120008059866
2025-07-16 09:23:32.658,0.04158066243329049,1.0415806624332904,2.0415806624332906,3.0415806624332906,4.04158066243329,5.04158066243329,6.04158066243329,7.04158066243329,8.04158066243329,9.04158066243329,10.04158066243329,11.04158066243329
2025-07-16 09:23:32.758,-0.058374143427580086,0.9416258565724199,1.9416258565724198,2.94162585657242,3.94162585657242,4.94162585657242,5.94162585657242,6.94162585657242,7.94162585657242,8.94162585657242,9.94162585657242,10.94162585657242
2025-07-16 09:23:32.858,-0.15774569414324865,0.8422543058567513,1.8422543058567513,2.8422543058567515,3.8422543058567515,4.842254305856751,5.842254305856751,6.842254305856751,7.842254305856751,8.842254305856752,9.842254305856752,10.842254305856752
2025-07-16 09:23:32.958,-0.25554110202683167,0.7444588979731683,1.7444588979731683,2.7444588979731686,3.7444588979731686,4.7444588979731686,5.7444588979731686,6.7444588979731686,7.7444588979731686,8.744458897973168,9.744458897973168,10.744458897973168
2025-07-16 09:23:33.058,-0.35078322768961984,0.6492167723103801,1.64921677231038,2.64921677231038,3.64921677231038,4.64921677231038,5.64921677231038,6.64921677231038,7.64921677231038,8.64921677231038,9.64921677231038,10.64921677231038
2025-07-16 09:23:33.158,-0.44252044329485246,0.5574795567051476,1.5574795567051476,2.5574795567051476,3.5574795567051476,4.557479556705148,5.557479556705148,6.557479556705148,7.557479556705148,8.557479556705147,9.557479556705147,10.557479556705147
2025-07-16 09:23:33.258,-0.5298361409084934,0.4701638590915066,1.4701638590915067,2.4701638590915067,3.4701638590915067,4.470163859091507,5.470163859091507,6.470163859091507,7.470163859091507,8.470163859091507,9.470163859091507,10.470163859091507
2025-07-16 09:23:33.358,-0.6118578909427193,0.38814210905728075,1.3881421090572807,2.3881421090572807,3.3881421090572807,4.388142109057281,5.388142109057281,6.388142109057281,7.388142109057281,8.38814210905728,9.38814210905728,10.38814210905728
2025-07-16 09:23:33.458,-0.6877661591839741,0.3122338408160259,1.312233840816026,2.3122338408160257,3.3122338408160257,4.312233840816026,5.312233840816026,6.312233840816026,7.312233840816026,8.312233840816026,9.312233840816026,10.312233840816026
2025-07-16 09:23:33.558,-0.7568024953079282,0.2431975046920718,1.2431975046920718,2.2431975046920716,3.2431975046920716,4.243197504692072,5.243197504692072,6.243197504692072,7.243197504692072,8.243197504692072,9.243197504692072,10.243197504692072
2025-07-16 09:23:33.658,-0.8182771110644108,0.1817228889355892,1.1817228889355893,2.1817228889355893,3.1817228889355893,4.181722888935589,5.181722888935589,6.181722888935589,7.181722888935589,8.181722888935589,9.181722888935589,10.181722888935589
2025-07-16 09:23:33.758,-0.8715757724135882,0.1284242275864118,1.1284242275864118,2.128424227586412,3.128424227586412,4.128424227586412,5.128424227586412,6.128424227586412,7.128424227586412,8.128424227586411,9.128424227586411,10.128424227586411
2025-07-16 09:23:33.858,-0.9161659367494549,0.0838340632505451,1.0838340632505452,2.083834063250545,3.083834063250545,4.083834063250545,5.083834063250545,6.083834063250545,7.083834063250545,8.083834063250546,9.083834063250546,10.083834063250546
2025-07-16 09:23:33.958,-0.9516020738895161,0.04839792611048388,1.0483979261104839,2.048397926110484,3.048397926110484,4.048397926110484,5.048397926110484,6.048397926110484,7.048397926110484,8.048397926110484,9.048397926110484,10.048397926110484
2025-07-16 09:23:34.058,-0.977530117665097,0.02246988233490299,1.022469882334903,2.022469882334903,3.022469882334903,4.022469882334903,5.022469882334903,6.022469882334903,7.022469882334903,8.022469882334903,9.022469882334903,10.022469882334903
2025-07-16 09:23:34.158,-0.9936910036334645,0.00630899636653548,1.0063089963665355,2.0063089963665357,3.0063089963665357,4.006308996366536,5.006308996366536,6.006308996366536,7.006308996366536,8.006308996366535,9.006308996366535,10.006308996366535
2025-07-16 09:23:34.258,-0.9999232575641008,7.674243589916863e-05,1.0000767424358992,2.0000767424358994,3.0000767424358994,4.000076742435899,5.000076742435899,6.000076742435899,7.000076742435899,8.0000767424359,9.0000767424359,10.0000767424359
2025-07-16 09:23:34.358,-0.9961646088358406,0.0038353911641594296,1.0038353911641593,2.0038353911641593,3.0038353911641593,4.003835391164159,5.003835391164159,6.003835391164159,7.003835391164159,8.00383539116416,9.00383539116416,10.00383539116416
2025-07-16 09:23:34.458,-0.9824526126243325,0.017547387375667522,1.0175473873756675,2.0175473873756675,3.0175473873756675,4.017547387375668,5.017547387375668,6.017547387375668,7.017547387375668,8.017547387375668,9.017547387375668,10.017547387375668
2025-07-16 09:23:34.558,-0.9589242746631385,0.041075725336861546,1.0410757253368614,2.0410757253368614,3.0410757253368614,4.041075725336862,5.041075725336862,6.041075725336862,7.041075725336862,8.041075725336862,9.041075725336862,10.041075725336862
2025-07-16 09:23:34.658,-0.9258146823277321,0.07418531767226788,1.074185317672268,2.074185317672268,3.074185317672268,4.074185317672268,5.074185317672268,6.074185317672268,7.074185317672268,8.074185317672267,9.074185317672267,10.074185317672267
2025-07-16 09:23:34.758,-0.8834546557201531,0.11654534427984686,1.1165453442798468,2.1165453442798468,3.1165453442798468,4.116545344279847,5.116545344279847,6.116545344279847,7.116545344279847,8.116545344279848,9.116545344279848,10.116545344279848
2025-07-16 09:23:34.858,-0.8322674422239008,0.1677325577760992,1.167732557776099,2.167732557776099,3.167732557776099,4.167732557776099,5.167732557776099,6.167732557776099,7.167732557776099,8.1677325577761,9.1677325577761,10.1677325577761
2025-07-16 09:23:34.958,-0.7727644875559871,0.22723551244401285,1.2272355124440129,2.227235512444013,3.227235512444013,4.227235512444013,5.227235512444013,6.227235512444013,7.227235512444013,8.227235512444013,9.227235512444013,10.227235512444013
2025-07-16 09:23:35.058,-0.7055403255703919,0.2944596744296081,1.294459674429608,2.294459674429608,3.294459674429608,4.294459674429608,5.294459674429608,6.294459674429608,7.294459674429608,8.294459674429609,9.294459674429609,10.294459674429609
2025-07-16 09:23:35.158,-0.6312666378723208,0.36873336212767915,1.3687333621276792,2.368733362127679,3.368733362127679,4.36873336212768,5.36873336212768,6.36873336212768,7.36873336212768,8.36873336212768,9.36873336212768,10.36873336212768
2025-07-16 09:23:35.258,-0.5506855425976376,0.4493144574023624,1.4493144574023624,2.4493144574023624,3.4493144574023624,4.449314457402362,5.449314457402362,6.449314457402362,7.449314457402362,8.449314457402362,9.449314457402362,10.449314457402362
2025-07-16 09:23:35.358,-0.4646021794137566,0.5353978205862434,1.5353978205862435,2.5353978205862435,3.5353978205862435,4.535397820586243,5.535397820586243,6.535397820586243,7.535397820586243,8.535397820586244,9.535397820586244,10.535397820586244
2025-07-16 09:23:35.458,-0.373876664830236,0.6261233351697639,1.626123335169764,2.626123335169764,3.626123335169764,4.626123335169764,5.626123335169764,6.626123335169764,7.626123335169764,8.626123335169764,9.626123335169764,10.626123335169764
2025-07-16 09:23:35.558,-0.27941549819892586,0.7205845018010741,1.7205845018010741,2.720584501801074,3.720584501801074,4.720584501801074,5.720584501801074,6.720584501801074,7.720584501801074,8.720584501801074,9.720584501801074,10.720584501801074
2025-07-16 09:23:35.658,-0.18216250427209502,0.817837495727905,1.8178374957279049,2.817837495727905,3.817837495727905,4.817837495727905,5.817837495727905,6.817837495727905,7.817837495727905,8.817837495727906,9.817837495727906,10.817837495727906
2025-07-16 09:23:35.758,-0.0830894028174964,0.9169105971825036,1.9169105971825036,2.9169105971825036,3.9169105971825036,4.916910597182504,5.916910597182504,6.916910597182504,7.916910597182504,8.916910597182504,9.916910597182504,10.916910597182504
2025-07-16 09:23:35.858,0.0168139004843506,1.0168139004843506,2.0168139004843506,3.0168139004843506,4.01681390048435,5.01681390048435,6.01681390048435,7.01681390048435,8.016813900484351,9.016813900484351,10.016813900484351,11.016813900484351
2025-07-16 09:23:35.958,0.11654920485049364,1.1165492048504937,2.1165492048504935,3.1165492048504935,4.116549204850494,5.116549204850494,6.116549204850494,7.116549204850494,8.116549204850493,9.116549204850493,10.116549204850493,11.116549204850493
2025-07-16 09:23:36.058,0.21511998808781552,1.2151199880878156,2.2151199880878156,3.2151199880878156,4.215119988087816,5.215119988087816,6.215119988087816,7.215119988087816,8.215119988087816,9.215119988087816,10.215119988087816,11.215119988087816
2025-07-16 09:23:36.158,0.3115413635133787,1.3115413635133786,2.3115413635133786,3.3115413635133786,4.311541363513379,5.311541363513379,6.311541363513379,7.311541363513379,8.31154136351338,9.31154136351338,10.31154136351338,11.31154136351338
2025-07-16 09:23:36.258,0.4048499206165983,1.4048499206165983,2.4048499206165985,3.4048499206165985,4.4048499206165985,5.4048499206165985,6.4048499206165985,7.4048499206165985,8.404849920616599,9.404849920616599,10.404849920616599,11.404849920616599
2025-07-16 09:23:36.358,0.49411335113860894,1.4941133511386089,2.494113351138609,3.494113351138609,4.494113351138609,5.494113351138609,6.494113351138609,7.494113351138609,8.494113351138608,9.494113351138608,10.494113351138608,11.494113351138608
2025-07-16 09:23:36.458,0.5784397643882001,1.5784397643882002,2.5784397643882,3.5784397643882,4.5784397643882,5.5784397643882,6.5784397643882,7.5784397643882,8.5784397643882,9.5784397643882,10.5784397643882,11.5784397643882
2025-07-16 09:23:36.558,0.6569865987187891,1.656986598718789,2.656986598718789,3.656986598718789,4.656986598718789,5.656986598718789,6.656986598718789,7.656986598718789,8.656986598718788,9.656986598718788,10.656986598718788,11.656986598718788
2025-07-16 09:23:36.658,0.7289690401258765,1.7289690401258766,2.7289690401258766,3.7289690401258766,4.728969040125876,5.728969040125876,6.728969040125876,7.728969040125876,8.728969040125877,9.728969040125877,10.728969040125877,11.728969040125877
2025-07-16 09:23:36.758,0.7936678638491531,1.7936678638491532,2.793667863849153,3.793667863849153,4.793667863849153,5.793667863849153,6.793667863849153,7.793667863849153,8.793667863849153,9.793667863849153,10.793667863849153,11.793667863849153
2025-07-16 09:23:36.858,0.8504366206285648,1.8504366206285647,2.8504366206285647,3.8504366206285647,4.850436620628565,5.850436620628565,6.850436620628565,7.850436620628565,8.850436620628566,9.850436620628566,10.850436620628566,11.850436620628566
2025-07-16 09:23:36.958,0.8987080958116269,1.898708095811627,2.898708095811627,3.898708095811627,4.898708095811627,5.898708095811627,6.898708095811627,7.898708095811627,8.898708095811626,9.898708095811626,10.898708095811626,11.898708095811626
2025-07-16 09:23:37.058,0.9379999767747389,1.937999976774739,2.937999976774739,3.937999976774739,4.937999976774739,5.937999976774739,6.937999976774739,7.937999976774739,8.937999976774739,9.937999976774739,10.937999976774739,11.937999976774739
2025-07-16 09:23:37.158,0.9679196720314865,1.9679196720314867,2.9679196720314867,3.9679196720314867,4.967919672031487,5.967919672031487,6.967919672031487,7.967919672031487,8.967919672031487,9.967919672031487,10.967919672031487,11.967919672031487
2025-07-16 09:23:37.258,0.9881682338770004,1.9881682338770004,2.9881682338770004,3.9881682338770004,4.988168233877,5.988168233877,6.988168233877,7.988168233877,8.988168233877001,9.988168233877001,10.988168233877001,11.988168233877001
2025-07-16 09:23:37.358,0.998543345374605,1.998543345374605,2.998543345374605,3.998543345374605,4.998543345374605,5.998543345374605,6.998543345374605,7.998543345374605,8.998543345374605,9.998543345374605,10.998543345374605,11.998543345374605
2025-07-16 09:23:37.458,0.998941341839772,1.998941341839772,2.998941341839772,3.998941341839772,4.998941341839772,5.998941341839772,6.998941341839772,7.998941341839772,8.998941341839773,9.998941341839773,10.998941341839773,11.998941341839773
2025-07-16 09:23:37.558,0.9893582466233818,1.989358246623382,2.989358246623382,3.989358246623382,4.9893582466233815,5.9893582466233815,6.9893582466233815,7.9893582466233815,8.989358246623382,9.989358246623382,10.989358246623382,11.989358246623382
2025-07-16 09:23:37.658,0.9698898108450863,1.9698898108450864,2.9698898108450864,3.9698898108450864,4.969889810845086,5.969889810845086,6.969889810845086,7.969889810845086,8.969889810845086,9.969889810845086,10.969889810845086,11.969889810845086
2025-07-16 09:23:37.758,0.9407305566797726,1.9407305566797726,2.940730556679773,3.940730556679773,4.940730556679773,5.940730556679773,6.940730556679773,7.940730556679773,8.940730556679773,9.940730556679773,10.940730556679773,11.940730556679773
2025-07-16 09:23:37.858,0.9021718337562933,1.9021718337562934,2.9021718337562934,3.9021718337562934,4.902171833756293,5.902171833756293,6.902171833756293,7.902171833756293,8.902171833756293,9.902171833756293,10.902171833756293,11.902171833756293
2025-07-16 09:23:37.958,0.8545989080882805,1.8545989080882805,2.8545989080882803,3.8545989080882803,4.85459890808828,5.85459890808828,6.85459890808828,7.85459890808828,8.854598908088281,9.854598908088281,10.854598908088281,11.854598908088281
2025-07-16 09:23:38.058,0.7984871126234903,1.7984871126234903,2.7984871126234903,3.7984871126234903,4.798487112623491,5.798487112623491,6.798487112623491,7.798487112623491,8.79848711262349,9.79848711262349,10.79848711262349,11.79848711262349
2025-07-16 09:23:38.158,0.7343970978741133,1.7343970978741132,2.7343970978741132,3.7343970978741132,4.734397097874114,5.734397097874114,6.734397097874114,7.734397097874114,8.734397097874114,9.734397097874114,10.734397097874114,11.734397097874114
2025-07-16 09:23:38.258,0.662969230082182,1.6629692300821821,2.662969230082182,3.662969230082182,4.662969230082182,5.662969230082182,6.662969230082182,7.662969230082182,8.662969230082181,9.662969230082181,10.662969230082181,11.662969230082181
2025-07-16 09:23:38.358,0.5849171928917617,1.5849171928917616,2.5849171928917616,3.5849171928917616,4.584917192891762,5.584917192891762,6.584917192891762,7.584917192891762,8.584917192891762,9.584917192891762,10.584917192891762,11.584917192891762
2025-07-16 09:23:38.458,0.5010208564578846,1.5010208564578846,2.5010208564578846,3.5010208564578846,4.501020856457885,5.501020856457885,6.501020856457885,7.501020856457885,8.501020856457885,9.501020856457885,10.501020856457885,11.501020856457885
2025-07-16 09:23:38.558,0.4121184852417566,1.4121184852417565,2.4121184852417565,3.4121184852417565,4.4121184852417565,5.4121184852417565,6.4121184852417565,7.4121184852417565,8.412118485241757,9.412118485241757,10.412118485241757,11.412118485241757
2025-07-16 09:23:38.658,0.3190983623493521,1.3190983623493522,2.319098362349352,3.319098362349352,4.319098362349352,5.319098362349352,6.319098362349352,7.319098362349352,8.319098362349353,9.319098362349353,10.319098362349353,11.319098362349353
2025-07-16 09:23:38.758,0.22288991410024592,1.2228899141002458,2.222889914100246,3.222889914100246,4.222889914100246,5.222889914100246,6.222889914100246,7.222889914100246,8.222889914100247,9.222889914100247,10.222889914100247,11.222889914100247
2025-07-16 09:23:38.858,0.1244544235070617,1.1244544235070617,2.1244544235070615,3.1244544235070615,4.1244544235070615,5.1244544235070615,6.1244544235070615,7.1244544235070615,8.124454423507062,9.124454423507062,10.124454423507062,11.124454423507062
2025-07-16 09:23:38.958,0.024775425453357765,1.0247754254533579,2.024775425453358,3.024775425453358,4.024775425453358,5.024775425453358,6.024775425453358,7.024775425453358,8.024775425453358,9.024775425453358,10.024775425453358,11.024775425453358
2025-07-16 09:23:39.058,-0.0751511204618093,0.9248488795381907,1.9248488795381906,2.9248488795381906,3.9248488795381906,4.924848879538191,5.924848879538191,6.924848879538191,7.924848879538191,8.92484887953819,9.92484887953819,10.92484887953819
2025-07-16 09:23:39.158,-0.1743267812229814,0.8256732187770186,1.8256732187770186,2.825673218777019,3.825673218777019,4.825673218777019,5.825673218777019,6.825673218777019,7.825673218777019,8.825673218777018,9.825673218777018,10.825673218777018
2025-07-16 09:23:39.258,-0.2717606264109442,0.7282393735890558,1.7282393735890558,2.728239373589056,3.728239373589056,4.728239373589056,5.728239373589056,6.728239373589056,7.728239373589056,8.728239373589055,9.728239373589055,10.728239373589055
2025-07-16 09:23:39.358,-0.3664791292519284,0.6335208707480716,1.6335208707480717,2.6335208707480717,3.6335208707480717,4.633520870748072,5.633520870748072,6.633520870748072,7.633520870748072,8.633520870748072,9.633520870748072,10.633520870748072
2025-07-16 09:23:39.458,-0.45753589377532133,0.5424641062246787,1.5424641062246787,2.5424641062246787,3.5424641062246787,4.542464106224679,5.542464106224679,6.542464106224679,7.542464106224679,8.542464106224678,9.542464106224678,10.542464106224678
2025-07-16 09:23:39.558,-0.5440211108893698,0.4559788891106302,1.4559788891106302,2.4559788891106304,3.4559788891106304,4.4559788891106304,5.4559788891106304,6.4559788891106304,7.4559788891106304,8.45597888911063,9.45597888911063,10.45597888911063
2025-07-16 09:23:39.658,-0.6250706488928834,0.37492935110711656,1.3749293511071166,2.3749293511071166,3.3749293511071166,4.374929351107117,5.374929351107117,6.374929351107117,7.374929351107117,8.374929351107117,9.374929351107117,10.374929351107117
2025-07-16 09:23:39.758,-0.6998746875935437,0.30012531240645635,1.3001253124064562,2.3001253124064562,3.3001253124064562,4.300125312406457,5.300125312406457,6.300125312406457,7.300125312406457,8.300125312406456,9.300125312406456,10.300125312406456
2025-07-16 09:23:39.858,-0.7676858097635825,0.23231419023641753,1.2323141902364174,2.2323141902364174,3.2323141902364174,4.232314190236417,5.232314190236417,6.232314190236417,7.232314190236417,8.232314190236417,9.232314190236417,10.232314190236417
2025-07-16 09:23:39.958,-0.8278264690856537,0.17217353091434628,1.1721735309143462,2.172173530914346,3.172173530914346,4.172173530914346,5.172173530914346,6.172173530914346,7.172173530914346,8.172173530914346,9.172173530914346,10.172173530914346
2025-07-16 09:23:40.058,-0.87969575997167,0.12030424002832996,1.12030424002833,2.12030424002833,3.12030424002833,4.12030424002833,5.12030424002833,6.12030424002833,7.12030424002833,8.12030424002833,9.12030424002833,10.12030424002833
2025-07-16 09:23:40.158,-0.9227754216128073,0.07722457838719265,1.0772245783871925,2.0772245783871925,3.0772245783871925,4.0772245783871925,5.0772245783871925,6.0772245783871925,7.0772245783871925,8.077224578387193,9.077224578387193,10.077224578387193
2025-07-16 09:23:40.258,-0.9566350162701884,0.04336498372981157,1.0433649837298116,2.043364983729812,3.043364983729812,4.043364983729812,5.043364983729812,6.043364983729812,7.043364983729812,8.043364983729811,9.043364983729811,10.043364983729811
2025-07-16 09:23:40.358,-0.9809362300664916,0.019063769933508445,1.0190637699335086,2.0190637699335086,3.0190637699335086,4.019063769933508,5.019063769933508,6.019063769933508,7.019063769933508,8.019063769933508,9.019063769933508,10.019063769933508
2025-07-16 09:23:40.458,-0.9954362533063774,0.0045637466936225835,1.0045637466936226,2.0045637466936226,3.0045637466936226,4.004563746693623,5.004563746693623,6.004563746693623,7.004563746693623,8.004563746693623,9.004563746693623,10.004563746693623
2025-07-16 09:23:40.558,-0.9999902065507035,9.793449296524592e-06,1.0000097934492964,2.0000097934492964,3.0000097934492964,4.000009793449297,5.000009793449297,6.000009793449297,7.000009793449297,8.000009793449296,9.000009793449296,10.000009793449296
2025-07-16 09:23:40.658,-0.9945525882039891,0.005447411796010937,1.0054474117960108,2.005447411796011,3.005447411796011,4.005447411796011,5.005447411796011,6.005447411796011,7.005447411796011,8.00544741179601,9.00544741179601,10.00544741179601
2025-07-16 09:23:40.758,-0.979177729151317,0.020822270848683044,1.020822270848683,2.020822270848683,3.020822270848683,4.020822270848683,5.020822270848683,6.020822270848683,7.020822270848683,8.020822270848683,9.020822270848683,10.020822270848683
2025-07-16 09:23:40.858,-0.954019249902089,0.04598075009791103,1.045980750097911,2.045980750097911,3.045980750097911,4.045980750097911,5.045980750097911,6.045980750097911,7.045980750097911,8.045980750097911,9.045980750097911,10.045980750097911
2025-07-16 09:23:40.958,-0.9193285256646757,0.08067147433532429,1.0806714743353243,2.0806714743353245,3.0806714743353245,4.0806714743353245,5.0806714743353245,6.0806714743353245,7.0806714743353245,8.080671474335324,9.080671474335324,10.080671474335324
2025-07-16 09:23:41.058,-0.8754521746884285,0.12454782531157149,1.1245478253115715,2.1245478253115717,3.1245478253115717,4.124547825311572,5.124547825311572,6.124547825311572,7.124547825311572,8.124547825311572,9.124547825311572,10.124547825311572
2025-07-16 09:23:41.158,-0.8228285949687079,0.17717140503129214,1.177171405031292,2.177171405031292,3.177171405031292,4.1771714050312925,5.1771714050312925,6.1771714050312925,7.1771714050312925,8.177171405031292,9.177171405031292,10.177171405031292
2025-07-16 09:23:41.258,-0.7619835839190321,0.2380164160809679,1.238016416080968,2.238016416080968,3.238016416080968,4.238016416080968,5.238016416080968,6.238016416080968,7.238016416080968,8.238016416080967,9.238016416080967,10.238016416080967
2025-07-16 09:23:41.358,-0.6935250847771224,0.3064749152228776,1.3064749152228776,2.3064749152228776,3.3064749152228776,4.306474915222878,5.306474915222878,6.306474915222878,7.306474915222878,8.306474915222879,9.306474915222879,10.306474915222879
2025-07-16 09:23:41.458,-0.6181371122370333,0.38186288776296673,1.3818628877629666,2.3818628877629666,3.3818628877629666,4.381862887762967,5.381862887762967,6.381862887762967,7.381862887762967,8.381862887762967,9.381862887762967,10.381862887762967
